60,2.8688524590163933,1561.6
65,3.107488537952114,1570.4
70,3.1297324583543666,1584.8
75,2.4464831804281344,1569.6
80,2.5128205128205128,1560.0
85,2.6544155181214903,1567.2
90,3.7506335529650277,1578.4
95,4.185577407967726,1586.4
100,3.937405350832913,1584.8
105,3.105906313645621,1571.2
110,4.080604534005038,1588.0
115,4.922149673530889,1592.8
120,4.885343968095713,1604.8
125,4.295704295704296,1601.6
130,4.985044865403789,1604.8
135,4.522613065326634,1592.0
140,5.0,1616.0
145,5.724240915878546,1607.2
150,6.090373280943026,1628.8
155,5.867850098619329,1622.4
160,6.689453125,1638.4
165,5.957656326932546,1624.8
170,6.943765281173595,1636.0
175,7.490272373540856,1644.8
180,6.940371456500488,1636.8
185,7.398452611218569,1654.4
190,7.441634241245136,1644.8
195,6.8060281964025275,1645.6
200,7.996146435452794,1660.8
205,7.3965936739659375,1644.0
210,8.05595754944525,1658.4
215,7.703488372093023,1651.2
220,8.028846153846155,1664.0
225,9.323237103644107,1690.4
230,8.0421254188607,1671.2
235,7.994255624700814,1671.2
240,8.576904647819838,1669.6
245,8.500477554918815,1675.2
250,9.034416826003824,1673.6
255,9.284699194694458,1688.8
260,9.14691943127962,1688.0
265,10.304449648711945,1708.0
270,10.918462980318651,1707.2
275,9.976580796252927,1708.0
280,11.256422232601588,1712.8
285,9.739952718676124,1692.0
290,10.304449648711945,1708.0
295,10.715956948993917,1709.6
300,10.972222222222221,1728.0
305,10.892940626460963,1711.2
310,10.69094304388422,1713.6
315,11.075069508804448,1726.4
320,12.0,1740.0
325,11.79440110142267,1743.2
330,12.596634834015461,1759.2
335,13.21266968325792,1768.0
340,11.713367018833257,1741.6
345,12.511457378551787,1745.6
350,12.135036496350365,1753.6
355,13.154301319981792,1757.6
360,12.729779411764705,1740.8
365,12.217611802674043,1735.2
370,12.56327657616199,1738.4
375,13.306451612903224,1785.6
380,13.619909502262443,1768.0
385,11.829944547134936,1731.2
390,12.62488646684832,1761.6
395,13.860045146726863,1772.0
400,14.349977507872245,1778.4
405,14.902135231316727,1798.4
410,13.808664259927797,1772.8
415,14.933333333333335,1800.0
420,14.228187919463087,1788.0
425,13.281958295557569,1764.8
430,16.586433260393875,1828.0
435,14.652501106684374,1807.2
440,14.966887417218544,1812.0
445,14.899328859060404,1788.0
450,15.435647943387881,1808.8
455,15.514184397163119,1804.8
460,16.25659050966608,1820.8
465,16.826503923278118,1835.2
470,16.76750216076059,1851.2
475,16.54331737048324,1837.6
480,16.549604916593502,1822.4
485,16.826503923278118,1835.2
490,17.212756662297945,1831.2
495,16.21384750219106,1825.6
500,16.7741935483871,1860.0
505,16.10796691336526,1837.6
510,17.42294520547945,1868.8
515,16.472114137483786,1850.4
520,17.72532188841202,1864.0
525,17.14039621016365,1857.6
530,18.520084566596196,1892.0
535,17.761452031114953,1851.2
540,17.576278470133218,1861.6
545,18.638297872340427,1880.0
550,18.09280544912729,1879.2
555,19.22435362802335,1918.4
560,18.294243070362473,1876.0
565,20.0,1904.0
570,18.947368421052634,1900.0
575,18.863925392115302,1887.2
580,18.201103097157404,1885.6
585,20.414937759336098,1928.0
590,19.708333333333332,1920.0
595,20.627062706270628,1939.2
600,18.995356690586746,1895.2
